carat,cut,color,clarity,depth,table,x,y,z,price
0.34,4,1,2,62.9,56.0,4.45,4.48,2.81,596
1.54,3,2,3,62.0,56.0,7.51,7.4,4.62,7486
1.09,2,2,1,61.4,55.0,6.61,6.68,4.09,11846
0.43,4,3,2,58.9,60.0,4.94,4.97,2.92,774
1.0,0,3,3,67.8,61.0,5.96,5.9,4.02,2856
0.71,2,1,4,62.3,54.0,5.69,5.73,3.56,3212
0.33,2,0,6,61.0,55.0,4.52,4.47,2.74,1176
0.53,1,2,4,64.2,56.0,5.11,5.14,3.29,1688
1.35,4,4,3,62.2,56.0,7.02,7.06,4.38,6088
1.69,1,3,4,58.1,58.0,7.8,7.84,4.54,17338
0.31,4,2,2,60.6,60.0,4.34,4.37,2.64,516
1.34,3,4,2,62.4,57.0,7.07,6.96,4.38,6814
1.01,1,0,3,57.6,62.0,6.56,6.66,3.81,4260
0.38,2,3,7,61.0,56.0,4.67,4.71,2.86,943
0.6,1,0,2,63.8,57.0,5.32,5.27,3.38,1944
1.04,2,3,4,61.5,55.0,6.54,6.55,4.02,6831
2.05,4,2,3,59.5,58.0,8.26,8.3,4.93,16819
0.92,2,2,3,62.0,54.0,6.26,6.32,3.9,4065
0.5,2,0,2,62.0,54.0,5.09,5.13,3.17,1404
1.22,2,6,2,60.6,56.0,6.96,6.95,4.22,5586
1.5,4,5,2,60.2,63.0,7.38,7.33,4.43,7140
0.3,2,1,5,61.0,56.0,4.36,4.33,2.65,844
0.9,1,6,2,63.2,60.0,6.09,6.12,3.86,2729
0.41,2,1,7,62.2,54.0,4.76,4.79,2.97,1187
1.11,3,2,3,62.2,57.0,6.67,6.61,4.13,5284
0.8,2,2,4,61.2,56.0,6.01,5.98,3.67,3793
1.53,2,5,2,62.4,57.0,7.33,7.37,4.59,8981
0.71,4,3,7,60.8,58.0,5.75,5.77,3.5,2977
0.34,2,0,5,62.1,55.0,4.49,4.46,2.78,1033
1.01,4,2,3,61.0,60.0,6.44,6.48,3.94,4121
0.41,3,5,7,59.9,58.0,4.81,4.87,2.9,827
1.13,4,4,5,61.4,61.0,6.67,6.71,4.11,5548
1.02,4,3,5,63.2,57.0,6.41,6.38,4.04,6169
0.71,2,5,5,63.1,57.0,5.66,5.71,3.59,2265
0.33,2,2,6,61.9,55.0,4.44,4.42,2.74,1021
1.02,4,2,2,60.9,57.0,6.52,6.56,3.98,5287
0.52,2,3,4,62.7,57.0,5.15,5.12,3.22,1815
0.34,2,2,2,59.4,57.0,4.54,4.58,2.71,491
0.54,4,3,3,59.5,60.0,5.27,5.31,3.15,1083
1.52,4,5,3,59.8,62.0,7.41,7.47,4.45,7866
1.03,2,3,2,60.9,57.0,6.54,6.5,3.97,4900
2.01,2,0,3,62.1,56.0,8.02,8.11,5.01,18674
0.33,2,2,6,61.7,55.0,4.42,4.46,2.74,880
1.52,4,5,2,62.8,62.0,7.23,7.29,4.56,9129
1.01,3,0,7,61.6,58.0,6.44,6.39,3.95,10797
0.4,2,2,3,61.0,56.0,4.76,4.81,2.92,731
1.2,4,2,5,61.8,58.0,6.75,6.78,4.18,9007
0.55,2,1,4,61.9,55.0,5.3,5.24,3.25,2079
0.3,1,0,7,61.6,63.0,4.23,4.27,2.62,719
1.22,4,5,5,63.3,57.0,6.74,6.82,4.29,5979
1.54,4,5,4,61.1,63.0,7.43,7.36,4.52,10349
0.7,4,4,2,59.2,59.0,5.79,5.86,3.45,2018
0.3,3,3,4,61.4,60.0,4.3,4.33,2.65,605
0.53,3,2,5,60.6,55.0,5.26,5.23,3.18,1753
0.51,2,1,5,61.8,56.0,5.12,5.14,3.17,1656
0.5,4,2,3,63.5,58.0,5.03,4.98,3.18,1094
0.73,2,4,7,61.6,56.0,5.8,5.82,3.57,3463
0.6,3,1,2,63.0,60.0,5.44,5.39,3.41,1577
0.43,4,1,3,62.7,55.0,4.83,4.87,3.04,716
0.53,4,2,5,62.7,57.0,5.1,5.14,3.21,1592
0.58,2,2,4,62.1,56.0,5.32,5.38,3.32,1983
1.01,1,0,5,64.1,57.0,6.32,6.22,4.02,4466
0.52,4,2,2,62.3,55.0,5.14,5.17,3.21,1227
0.9,2,0,3,62.4,56.0,6.16,6.24,3.87,4078
0.56,3,0,2,61.9,58.0,5.33,5.27,3.28,1814
1.01,4,2,5,61.3,61.0,6.34,6.38,3.9,6159
1.06,3,3,5,60.4,58.0,6.64,6.68,4.02,6296
1.07,2,1,5,61.9,56.0,6.55,6.58,4.06,9177
0.54,3,1,4,60.3,58.0,5.32,5.26,3.19,2041
0.5,3,1,3,60.1,60.0,5.13,5.05,3.06,1262
1.21,2,1,5,60.3,60.0,6.92,6.88,4.16,9449
0.44,2,1,4,61.5,56.0,4.92,4.9,3.02,1155
0.55,2,3,3,61.6,56.0,5.28,5.31,3.26,1358
0.41,2,1,7,62.8,54.0,4.77,4.72,2.98,1243
0.59,2,3,7,62.3,56.0,5.34,5.39,3.34,2155
2.08,1,5,3,63.8,58.0,8.1,8.02,5.14,14084
0.32,2,4,4,62.1,55.0,4.4,4.39,2.73,672
1.05,4,0,2,60.5,56.0,6.59,6.7,4.0,5821
0.51,2,0,5,61.0,57.0,5.15,5.18,3.15,1740
0.34,2,3,6,61.9,54.0,4.49,4.52,2.79,863
1.2,3,6,3,61.7,57.0,6.85,6.79,4.21,3782
1.02,3,4,3,60.9,58.0,6.53,6.41,3.94,4113
2.11,3,3,3,59.1,59.0,8.33,8.4,4.94,15757
2.06,4,3,3,59.8,61.0,8.22,8.26,4.93,15805
2.01,0,3,3,65.0,60.0,7.8,7.73,5.05,13721
0.34,2,5,2,61.9,57.0,4.48,4.44,2.76,589
1.21,3,5,3,62.1,59.0,6.86,6.8,4.24,4879
0.51,4,5,3,61.2,56.0,5.12,5.14,3.14,956
1.51,1,5,2,63.9,63.0,7.17,7.2,4.59,7233
1.0,4,2,6,61.1,57.0,6.36,6.51,3.93,9870
0.7,0,2,3,66.4,56.0,5.51,5.42,3.63,1564
0.88,4,5,4,63.3,55.0,6.11,6.06,3.85,2996
0.7,0,3,4,65.6,60.0,5.57,5.5,3.63,2384
0.54,1,0,2,64.1,55.0,5.15,5.11,3.29,1619
0.41,4,4,2,62.6,59.0,4.72,4.77,2.97,683
0.65,2,0,6,60.9,57.0,5.58,5.61,3.41,5052
0.3,3,3,4,60.0,60.0,4.3,4.33,2.59,605
0.28,4,1,4,60.9,59.0,4.19,4.22,2.56,487
0.3,3,5,4,61.7,58.0,4.32,4.27,2.65,608
0.65,4,5,6,62.9,58.0,5.51,5.53,3.47,2085
1.02,2,2,0,61.0,56.0,6.53,6.51,3.98,3599
2.1,3,5,2,61.5,59.0,8.28,8.24,5.08,15818
0.73,2,5,5,62.2,54.0,5.76,5.78,3.59,2335
0.51,1,0,2,64.0,58.0,5.06,5.03,3.23,1349
0.53,2,3,6,60.8,56.0,5.22,5.24,3.18,2005
1.0,2,3,3,60.3,57.0,6.51,6.45,3.91,3528
1.2,2,5,4,62.5,55.0,6.76,6.81,4.24,6639
0.4,3,1,4,60.4,59.0,4.76,4.81,2.89,1053
1.6,2,5,3,61.9,57.0,7.48,7.51,4.64,8377
0.41,2,1,3,60.7,57.0,4.81,4.85,2.93,683
1.27,2,1,3,60.2,57.0,7.09,7.14,4.28,6383
1.0,4,2,2,63.4,61.0,6.35,6.29,4.01,4939
0.38,4,4,3,63.4,57.0,4.63,4.58,2.92,702
1.0,1,5,4,63.9,56.0,6.37,6.18,4.01,4581
0.42,3,2,2,60.6,61.0,4.87,4.83,2.94,926
0.4,2,3,3,60.6,56.0,4.82,4.79,2.91,651
0.38,2,2,7,60.8,58.0,4.69,4.72,2.86,963
0.54,2,3,4,62.0,56.0,5.21,5.24,3.24,1754
1.52,3,5,2,60.5,60.0,7.48,7.4,4.5,8852
0.57,2,4,6,61.8,55.0,5.33,5.38,3.31,1929
1.51,2,0,2,61.9,57.0,7.42,7.35,4.57,11942
0.96,1,6,5,63.9,58.0,6.27,6.21,3.99,3312
0.56,2,0,5,61.5,57.0,5.33,5.28,3.26,2066
1.02,4,5,5,62.1,59.0,6.37,6.44,3.98,5013
1.06,4,4,2,60.2,59.0,6.6,6.55,3.96,4900
0.52,2,4,4,62.0,56.0,5.14,5.2,3.21,1598
0.4,1,6,4,63.4,58.0,4.61,4.64,2.93,631
1.07,2,2,2,59.4,57.0,6.73,6.67,3.98,5436
0.96,4,2,3,60.9,57.0,6.38,6.42,3.9,4142
0.5,1,0,2,63.8,60.0,5.0,5.03,3.2,1333
0.51,4,2,2,63.1,54.0,5.12,5.06,3.21,1312
0.42,2,1,3,62.4,55.0,4.77,4.81,2.99,700
1.2,4,2,5,62.4,58.0,6.75,6.81,4.23,8829
0.4,2,5,2,61.6,56.0,4.68,4.74,2.9,596
0.55,2,3,6,61.2,56.0,5.27,5.3,3.24,2077
1.61,2,1,3,63.0,60.0,7.45,7.42,4.68,11090
0.31,3,0,2,60.6,59.0,4.39,4.35,2.65,684
0.9,1,2,2,58.8,60.0,6.22,6.26,3.67,4004
0.56,2,1,5,62.8,57.0,5.21,5.23,3.28,1699
0.3,2,1,6,61.4,56.0,4.33,4.37,2.67,895
0.76,3,2,1,60.6,60.0,5.85,5.89,3.56,4223
1.01,2,4,2,62.9,55.0,6.35,6.4,4.01,4773
0.41,2,2,5,60.0,56.0,4.88,4.82,2.91,1107
1.12,2,2,7,61.3,57.0,6.67,6.7,4.1,10764
0.34,2,0,7,61.2,56.0,4.5,4.52,2.76,885
0.31,2,3,7,60.8,56.0,4.4,4.38,2.67,907
0.51,2,5,7,61.6,54.0,5.15,5.18,3.18,1274
1.11,2,0,5,61.2,57.0,6.69,6.71,4.1,10443
0.7,3,2,4,59.0,59.0,5.79,5.77,3.41,2874
0.33,2,3,2,62.2,54.0,4.42,4.45,2.76,475
1.24,3,3,7,59.9,60.0,7.0,6.98,4.19,10388
0.53,1,1,4,63.2,56.0,5.14,5.18,3.26,1776
0.97,4,3,2,60.2,61.0,6.4,6.46,3.87,4140
1.3,4,2,3,61.1,58.0,6.98,7.02,4.28,6149
0.7,3,4,3,60.2,61.0,5.76,5.66,3.44,2184
1.5,3,1,4,60.3,60.0,7.43,7.34,4.45,16558
0.23,4,2,7,60.4,61.0,3.93,3.95,2.38,505
0.51,3,2,5,61.1,58.0,5.19,5.16,3.16,2203
0.4,1,0,2,63.3,57.0,4.68,4.71,2.97,720
1.0,2,5,2,58.5,55.0,6.47,6.42,3.77,3472
0.42,4,1,2,61.5,61.0,4.82,4.87,2.98,722
1.0,0,2,5,68.4,58.0,5.97,6.1,4.13,4656
1.15,2,1,6,60.9,56.0,6.79,6.8,4.14,12447
0.41,2,0,5,61.7,56.0,4.78,4.81,2.96,1007
0.3,2,1,5,62.0,56.0,4.34,4.31,2.68,844
0.36,3,3,4,61.2,60.0,4.59,4.56,2.8,932
0.8,4,4,6,61.9,56.0,5.93,5.96,3.69,3737
0.36,3,1,2,62.2,59.0,4.53,4.57,2.83,589
0.58,2,3,6,61.3,56.0,5.36,5.4,3.3,2256
0.81,4,4,4,62.2,57.0,5.91,5.94,3.69,3314
0.3,2,0,5,62.3,56.0,4.32,4.29,2.68,911
1.01,3,3,2,62.9,61.0,6.35,6.33,3.99,5273
1.13,2,5,3,61.7,57.0,6.7,6.59,4.13,4385
1.1,2,3,5,60.2,56.0,6.7,6.74,4.05,6972
0.53,2,5,6,62.2,53.0,5.17,5.21,3.23,1435
0.31,3,3,5,61.5,59.0,4.36,4.32,2.67,698
0.44,3,5,6,62.5,60.0,4.87,4.82,3.03,990
0.4,2,2,5,60.6,55.0,4.82,4.78,2.91,1080
0.4,4,3,1,61.0,59.0,4.75,4.79,2.91,1154
1.02,3,3,3,60.7,56.0,6.56,6.51,3.97,3904
0.28,2,0,5,61.2,57.0,4.2,4.23,2.58,487
0.31,2,2,5,62.6,57.0,4.33,4.27,2.69,802
2.01,3,6,3,62.4,59.0,8.05,8.1,5.04,12105
0.23,4,1,6,60.2,59.0,3.97,4.01,2.4,478
0.38,4,3,2,57.5,60.0,4.83,4.88,2.79,599
1.5,0,2,3,65.4,58.0,7.17,7.1,4.67,7644
0.32,4,4,2,63.0,59.0,4.33,4.37,2.74,461
1.0,1,3,4,64.2,61.0,6.23,6.29,4.02,5863
0.41,3,3,2,61.7,59.0,4.73,4.71,2.91,923
1.7,2,3,5,61.3,57.0,7.6,7.67,4.68,15797
1.01,2,3,5,63.0,57.0,6.42,6.35,4.02,6027
0.41,2,3,4,61.5,56.0,4.77,4.79,2.94,899
2.26,3,4,3,61.3,60.0,8.5,8.43,5.19,15428
0.71,3,6,7,60.3,59.0,5.79,5.82,3.5,1843
1.0,4,2,3,63.2,59.0,6.31,6.25,3.97,3799
0.33,4,1,6,61.5,57.0,4.44,4.48,2.75,1103
1.22,4,3,4,61.2,58.0,6.84,6.86,4.19,8795
0.71,2,0,4,61.5,58.0,5.75,5.77,3.54,3582
1.46,4,5,2,62.8,57.0,7.13,7.21,4.5,7387
0.58,4,2,4,62.4,55.0,5.33,5.34,3.33,2046
0.4,3,2,5,61.0,58.0,4.79,4.72,2.9,1080
1.15,4,1,3,61.7,60.0,6.7,6.78,4.16,4250
0.36,2,3,1,61.6,55.0,4.59,4.57,2.82,1148
0.29,2,3,6,61.5,56.0,4.25,4.28,2.62,673
0.41,2,1,6,61.3,56.0,4.79,4.81,2.94,1367
1.05,2,2,7,61.6,56.0,6.55,6.53,4.03,9483
1.06,4,4,2,62.8,58.0,6.47,6.49,4.07,4785
0.7,1,0,2,58.8,64.0,5.74,5.79,3.39,2468
1.51,3,0,5,61.7,58.0,7.33,7.29,4.51,15531
1.01,4,2,3,59.5,57.0,6.61,6.66,3.95,3709
0.38,4,2,5,61.9,54.8,4.63,4.69,2.89,906
0.72,2,0,5,62.1,57.0,5.69,5.75,3.55,3179
0.4,2,1,4,61.6,56.0,4.73,4.78,2.93,1053
0.35,3,1,2,60.7,59.0,4.57,4.52,2.76,788
1.5,3,3,4,61.2,59.0,7.36,7.32,4.49,14234
0.3,2,5,2,61.8,57.0,4.3,4.34,2.67,382
0.71,3,1,7,59.0,59.0,5.88,5.82,3.45,3380
0.54,2,0,5,61.1,56.0,5.29,5.25,3.22,1993
0.42,2,3,5,61.2,56.0,4.8,4.84,2.95,847
0.71,2,1,6,62.0,56.0,5.69,5.73,3.54,4802
0.42,3,1,4,59.5,59.0,4.88,4.86,2.9,1181
0.33,3,0,3,62.1,58.0,4.4,4.43,2.74,492
0.68,4,3,4,60.7,58.0,5.68,5.75,3.47,2114
0.53,2,2,6,61.8,57.0,5.16,5.19,3.2,2830
0.32,4,5,5,62.8,58.0,4.33,4.37,2.73,449
1.62,4,4,5,59.6,59.0,7.59,7.67,4.55,11427
2.07,2,6,3,62.5,56.0,8.18,8.08,5.08,12778
0.23,3,0,7,58.9,60.0,4.03,3.95,2.35,688
0.73,2,2,6,62.7,56.0,5.76,5.72,3.6,3900
0.32,2,3,7,61.6,55.0,4.42,4.41,2.72,936
0.27,4,1,2,61.2,57.0,4.2,4.23,2.58,407
0.83,2,6,5,62.3,55.0,6.01,6.03,3.75,2742
0.71,4,5,2,62.6,59.0,5.67,5.7,3.56,2218
1.02,4,1,6,60.2,60.0,6.39,6.54,3.89,10641
1.25,3,3,5,62.6,58.0,6.87,6.8,4.28,8820
1.0,3,0,2,62.1,58.0,6.45,6.34,3.97,5488
0.23,4,1,7,60.0,56.0,4.03,4.07,2.43,530
0.38,2,2,6,62.4,54.0,4.66,4.7,2.92,1096
1.7,3,6,3,63.0,60.0,7.59,7.53,4.76,7650
0.6,2,0,5,60.4,57.0,5.53,5.49,3.33,2125
1.06,4,1,1,62.4,55.0,6.5,6.54,4.07,12642
0.72,4,5,5,63.3,59.0,5.66,5.62,3.57,2177
0.42,2,2,2,61.5,55.0,4.82,4.84,2.97,931
0.32,2,2,5,61.5,55.0,4.4,4.44,2.72,660
0.31,2,1,5,60.9,57.0,4.34,4.36,2.65,680
0.72,4,5,7,62.7,54.0,5.74,5.8,3.62,2386
0.4,1,3,4,59.6,61.0,4.82,4.85,2.88,952
0.35,2,1,5,62.0,55.0,4.54,4.52,2.81,984
0.32,2,2,5,62.6,57.0,4.41,4.37,2.75,707
0.31,3,3,3,62.3,57.0,4.37,4.33,2.71,523
0.54,2,4,2,62.1,56.0,5.18,5.26,3.24,1178
0.7,4,3,5,63.5,57.0,5.68,5.66,3.6,2331
0.81,3,5,7,62.9,59.0,5.95,5.84,3.71,3084
0.7,4,2,4,62.8,59.0,5.65,5.69,3.56,3053
0.57,4,0,3,62.1,58.0,5.26,5.31,3.28,1387
0.76,2,1,3,62.8,56.0,5.78,5.82,3.64,2873
0.31,3,3,2,61.8,58.0,4.32,4.35,2.68,431
1.07,2,2,2,60.6,57.0,6.62,6.67,1.07,5909
1.2,0,4,3,64.8,58.0,6.61,6.56,4.27,4368
0.4,2,5,7,62.6,54.0,4.69,4.73,2.95,751
1.03,4,2,5,63.4,62.0,6.34,6.31,4.01,6218
0.56,4,1,5,61.8,56.0,5.28,5.31,3.27,1819
0.33,4,2,7,61.1,56.0,4.46,4.48,2.73,739
0.6,2,2,7,62.0,55.0,5.37,5.4,3.34,2822
0.45,0,2,2,66.8,59.0,4.79,4.63,3.16,794
0.54,2,3,1,62.5,57.0,5.16,5.2,3.24,2271
1.04,3,6,3,62.0,59.0,6.47,6.49,4.02,3603
1.71,4,1,2,63.4,56.0,7.58,7.5,4.78,13970
0.23,3,4,7,59.2,61.0,4.04,4.0,2.38,500
0.35,2,2,1,60.9,55.0,4.58,4.61,2.8,1312
1.06,3,4,5,62.6,58.0,6.54,6.49,4.08,5889
0.7,2,5,5,62.5,56.0,5.66,5.7,3.55,2232
0.53,3,1,5,61.4,55.0,5.24,5.21,3.21,1727
1.05,3,2,5,62.6,58.0,6.47,6.5,4.06,7025
1.01,4,6,7,63.7,57.0,6.31,6.35,4.03,5067
0.31,2,0,3,62.1,57.0,4.34,4.32,2.69,593
0.33,4,5,5,61.0,61.0,4.43,4.46,2.71,463
1.36,3,5,5,61.9,56.0,7.17,7.08,4.41,7104
0.74,4,1,3,61.0,57.0,5.83,5.88,3.57,2574
0.4,2,2,1,60.9,57.0,4.81,4.84,2.94,1583
1.2,3,4,3,62.3,58.0,6.76,6.81,4.23,5280
1.57,3,5,3,62.4,58.0,7.41,7.37,4.61,7976
0.32,3,2,6,60.7,58.0,4.43,4.4,2.68,1294
1.25,3,4,4,59.3,57.0,7.11,7.05,4.2,7560
1.56,2,4,2,62.4,53.7,7.43,7.48,4.65,10536
0.71,2,0,5,61.5,55.0,5.75,5.79,3.55,3299
0.39,3,3,4,62.6,58.0,4.7,4.66,2.93,1097
0.43,3,0,2,62.4,60.0,4.82,4.79,3.0,1022
0.31,3,2,2,60.5,60.0,4.39,4.37,2.65,663
0.3,4,4,2,62.9,56.0,4.28,4.31,2.7,421
0.33,4,4,5,62.2,57.0,4.42,4.46,2.76,521
0.61,2,5,5,62.0,57.0,5.43,5.46,3.37,1627
0.32,4,1,3,62.7,57.0,4.34,4.37,2.73,449
0.38,3,0,5,58.8,61.0,4.74,4.71,2.78,1117
0.29,4,1,7,60.9,57.0,4.29,4.32,2.62,674
0.55,2,2,5,61.7,56.0,5.25,5.31,3.26,1709
1.0,3,6,7,59.6,61.0,6.4,6.36,3.8,3864
0.31,2,4,4,61.7,57.0,4.32,4.34,2.67,544
1.55,2,4,1,61.4,57.0,7.47,7.42,4.57,13544
0.31,2,2,6,61.6,55.0,4.36,4.41,2.7,975
1.5,3,4,0,60.1,57.0,7.4,7.28,4.42,3457
0.73,4,0,3,60.3,60.0,5.82,5.89,3.53,2374
2.05,2,2,3,62.0,56.0,8.12,8.19,5.06,17957
0.59,2,0,5,61.9,56.0,5.39,5.34,3.32,2103
0.7,3,4,2,62.8,57.0,5.66,5.61,3.54,2331
0.93,4,0,3,62.6,57.0,6.2,6.26,3.9,4214
1.5,1,0,3,63.8,58.0,7.2,7.16,4.58,8518
0.43,3,0,2,61.1,59.0,4.89,4.83,2.97,1064
0.9,4,3,2,62.7,59.0,6.12,6.17,3.85,4059
1.01,4,2,3,62.5,58.0,6.39,6.41,4.0,4690
0.8,4,2,4,63.6,57.0,5.82,5.91,3.73,3559
0.36,3,1,4,60.4,58.0,4.67,4.64,2.81,1094
1.71,3,3,2,60.6,58.0,7.79,7.75,4.71,13666
1.61,2,2,5,62.1,57.0,7.49,7.56,4.67,15819
0.32,3,3,5,61.9,58.0,4.43,4.36,2.72,720
1.18,3,4,3,58.7,60.0,7.01,6.93,4.09,4956
0.39,4,3,4,60.3,59.0,4.71,4.77,2.86,790
0.33,3,3,4,61.8,59.0,4.39,4.45,2.73,666
0.7,1,4,5,64.1,58.0,5.51,5.57,3.55,2137
1.73,3,4,2,61.8,59.0,7.71,7.66,4.75,9607
1.09,3,4,3,62.1,55.0,6.63,6.58,4.1,4578
0.31,2,5,5,62.1,53.7,4.37,4.4,2.72,447
0.7,4,1,5,61.8,59.0,5.63,5.67,3.49,2952
0.75,4,0,2,59.7,62.0,5.89,5.94,3.53,3046
0.72,2,5,2,61.3,56.0,5.78,5.81,3.55,2351
1.07,2,0,2,61.8,55.0,6.54,6.59,4.06,5767
0.35,2,3,1,61.5,55.0,4.53,4.57,2.8,1001
1.27,4,5,3,59.7,57.0,6.99,7.04,4.19,5371
0.4,2,6,2,61.4,55.0,4.75,4.8,2.93,612
0.43,2,4,2,62.5,57.0,4.79,4.84,3.01,716
0.77,2,5,4,61.4,56.0,5.86,5.9,3.61,2635
0.41,1,2,0,63.8,57.0,4.72,4.69,3.0,646
0.59,4,1,3,60.5,58.0,5.43,5.51,3.31,1325
1.2,3,3,5,61.6,59.0,6.85,6.81,4.21,7661
0.76,4,6,4,59.3,63.0,6.12,5.93,3.55,2036
0.28,2,4,4,62.2,54.0,4.19,4.23,2.62,462
0.58,2,2,4,61.9,56.0,5.36,5.33,3.31,2227
1.07,2,2,5,62.4,55.0,6.53,6.57,4.09,7483
0.41,1,2,2,63.3,58.0,4.71,4.74,2.99,705
0.3,2,3,7,60.9,57.0,4.35,4.32,2.64,878
0.43,4,5,4,60.9,55.0,4.89,4.99,3.01,730
0.3,3,2,7,61.0,59.0,4.33,4.3,2.63,945
0.52,2,5,4,62.7,57.0,5.17,5.14,3.23,1720
0.31,3,6,2,58.1,62.0,4.47,4.44,2.59,453
1.09,2,2,3,61.2,57.0,6.6,6.64,4.05,4891
1.2,3,4,2,62.8,56.0,6.76,6.68,4.22,4980
1.21,3,2,4,62.5,60.0,6.77,6.7,4.21,8879
2.13,3,4,3,62.3,57.0,8.24,8.16,5.11,17073
0.31,2,1,5,60.8,54.0,4.39,4.4,2.67,680
0.32,4,0,7,60.1,58.0,4.41,4.44,2.66,791
0.7,0,3,7,64.5,61.0,5.43,5.52,3.53,2595
1.65,2,1,3,58.7,56.0,7.76,7.73,4.55,8455
0.35,4,1,5,61.9,61.0,4.5,4.54,2.8,716
0.72,2,2,5,61.3,55.0,5.78,5.83,3.56,3495
2.0,4,6,2,61.9,59.0,7.96,8.0,4.94,11404
0.34,4,2,5,61.5,58.2,4.49,4.51,2.77,730
0.41,2,1,1,62.1,54.0,4.75,4.81,2.97,1419
1.51,4,5,4,61.1,63.0,7.38,7.32,4.49,8918
1.04,3,4,5,61.2,59.0,6.57,6.51,4.0,5561
0.33,2,0,5,61.1,56.0,4.5,4.54,2.76,822
1.51,2,4,2,61.9,58.0,7.33,7.37,4.55,10096
0.36,2,1,4,62.7,57.0,4.58,4.55,2.86,933
0.9,3,0,2,59.5,57.0,6.29,6.21,3.72,3689
0.38,2,3,4,62.1,56.0,4.68,4.63,2.89,1040
0.39,1,5,4,63.1,58.0,4.68,4.61,2.93,737
0.38,2,1,2,61.9,55.0,4.64,4.7,2.89,700
0.51,2,1,4,61.8,55.0,5.15,31.8,5.12,2075
0.54,2,2,6,60.5,55.0,5.31,5.33,3.22,2356
1.12,2,4,3,62.4,54.0,6.65,6.68,4.16,5178
0.33,2,0,2,62.4,54.0,4.44,4.41,2.76,780
0.3,4,3,7,60.4,59.0,4.33,4.35,2.62,598
0.32,3,4,5,60.6,58.0,4.44,4.47,2.7,505
2.01,2,6,3,60.8,57.0,8.15,8.13,4.95,13253
0.5,3,1,5,59.3,62.0,5.25,5.18,3.09,1684
1.5,4,5,5,60.5,60.0,7.31,7.4,4.45,9354
0.31,3,2,5,62.7,59.0,4.3,4.34,2.71,625
0.53,2,2,7,61.0,57.0,5.23,5.26,3.22,2269
1.12,2,1,3,62.0,57.0,6.61,6.63,4.11,5546
1.08,4,3,3,59.8,57.0,6.66,6.72,4.0,4241
0.9,4,4,4,63.5,59.0,6.13,6.1,3.88,4234
0.32,4,6,2,62.3,57.0,4.33,4.44,2.73,389
1.01,2,0,7,60.6,56.0,6.53,6.48,3.94,10797
0.3,3,5,1,60.5,59.0,4.34,4.32,2.62,810
0.33,2,4,4,61.9,55.0,4.46,4.49,2.77,598
0.7,3,2,7,62.6,59.0,5.66,5.62,3.53,3105
0.91,1,3,2,64.3,60.0,6.12,6.04,3.91,3286
0.51,4,1,3,60.7,56.0,5.17,5.21,3.15,1104
0.5,4,3,2,60.0,63.0,5.06,5.1,3.05,1197
0.42,2,4,5,62.5,57.0,4.81,4.76,2.99,992
2.03,1,6,7,63.2,60.0,7.88,7.94,5.0,15898
0.43,2,2,7,61.5,55.0,4.85,4.88,2.99,1148
0.61,2,3,5,61.4,55.7,5.43,5.53,3.37,1821
0.75,3,2,5,59.6,59.0,6.04,5.94,3.57,2835
0.35,2,2,6,61.8,54.0,4.53,4.56,2.81,945
0.55,2,2,2,61.0,56.0,5.28,5.34,3.24,1390
1.02,1,2,4,63.7,57.0,6.35,6.39,4.06,7068
1.17,2,4,1,61.0,53.0,6.89,6.85,4.19,8266
0.25,4,2,6,61.1,57.0,4.05,4.08,2.48,633
0.31,2,1,1,61.9,56.0,4.37,4.35,2.7,1133
0.53,2,0,5,61.1,56.0,5.28,5.24,3.21,1825
0.51,2,1,2,61.3,55.0,5.17,5.11,3.15,1546
0.96,3,5,2,61.3,58.0,6.39,6.3,3.89,2866
1.53,2,4,3,62.4,58.0,7.32,7.38,4.59,8034
0.7,2,4,7,60.9,56.0,5.76,5.79,3.52,3325
1.28,4,1,2,59.8,59.1,6.99,7.05,4.21,7927
1.72,3,4,4,59.3,59.0,7.86,7.82,4.65,14414
1.03,2,3,5,61.8,56.0,6.47,6.5,4.01,6557
1.19,4,4,5,61.1,58.0,6.81,6.83,4.17,6086
1.26,2,3,4,62.2,54.0,6.89,6.98,4.31,10371
0.7,2,2,2,61.1,57.0,5.75,5.71,3.5,2516
0.4,3,2,4,62.4,59.0,4.69,4.67,2.92,1050
0.33,2,3,5,62.3,57.0,4.4,4.43,2.75,579
0.67,1,3,2,62.9,59.0,5.58,5.62,3.52,1811
0.76,2,1,5,61.5,56.0,5.89,5.92,3.63,3249
2.03,3,2,3,60.9,59.0,8.15,8.11,4.95,12021
0.32,2,3,7,61.6,56.0,4.42,4.44,2.73,708
1.28,4,4,3,60.2,58.0,7.03,7.13,4.26,5984
1.03,3,1,5,60.0,59.0,6.6,6.54,3.94,6460
1.33,0,1,3,65.0,57.0,6.93,6.89,4.49,4916
1.1,2,2,7,61.2,56.0,6.66,6.74,4.1,10487
0.52,2,3,6,62.1,56.0,5.15,5.17,3.2,1829
0.5,4,1,5,61.5,56.0,5.07,5.11,3.13,1624
1.01,1,2,5,63.9,58.0,6.32,6.39,4.06,6330
0.41,4,6,5,63.4,56.0,4.73,4.7,2.99,784
0.46,2,4,2,61.2,56.0,4.99,5.04,3.07,1039
1.14,2,4,2,62.2,57.0,6.73,6.67,4.17,4916
